file,seg_type,seg_start,seg_end,seg_duration,mfa_duration,word,word_start,word_end,phrase_num,local_speech_rate
3041_SpeechPBJProcedural_InPerson_20190424,P,20.396,20.412,0.0159999999999982,0.0399999999999991,peanut,20.3728,20.7828,7,3.18906605922551
3041_SpeechPBJProcedural_InPerson_20190424,B,20.809,20.816,0.00700000000000145,0.0399999999999991,butter,20.7828,21.0928,7,3.18906605922551
3041_SpeechPBJProcedural_InPerson_20190424,P,21.582,21.599,0.0169999999999995,0.0299999999999976,put,21.5728,21.9028,7,3.18906605922551
3041_SpeechPBJProcedural_InPerson_20190424,T,23.37,23.398,0.0279999999999987,0.130000000000003,table,23.2628,23.7228,7,3.18906605922551
3041_SpeechPBJProcedural_InPerson_20190424,T,23.866,23.881,0.0150000000000006,0.16,top,23.7228,24.2728,7,3.18906605922551
3041_SpeechPBJProcedural_InPerson_20190424,T,25.683,25.703,0.0199999999999996,0.0799999999999983,to,25.6128,25.7228,8,3.80952380952381
3041_SpeechPBJProcedural_InPerson_20190424,T,27.05,27.07,0.0199999999999996,0.0399999999999991,take,27.0228,27.2828,8,3.80952380952381
3041_SpeechPBJProcedural_InPerson_20190424,B,33.952,33.958,0.00600000000000023,0.0399999999999991,be,33.9228,34.0428,11,4.3859649122807
3041_SpeechPBJProcedural_InPerson_20190424,T,35.389,35.404,0.0150000000000006,0.0399999999999991,take,35.3528,35.6628,12,3.33333333333334
3041_SpeechPBJProcedural_InPerson_20190424,P,36.521,36.548,0.027000000000001,0.0300000000000011,put,36.5128,36.6528,13,6.08108108108106
3041_SpeechPBJProcedural_InPerson_20190424,T,37.023,37.039,0.0159999999999982,0.0700000000000003,table,36.9628,37.2728,13,6.08108108108106
3041_SpeechPBJProcedural_InPerson_20190424,P,39.595,39.61,0.0150000000000006,0.0300000000000011,package,39.5728,40.1328,14,3.84615384615384
3041_SpeechPBJProcedural_InPerson_20190424,T,40.749,40.764,0.0150000000000006,0.0300000000000011,take,40.7228,41.0628,15,2.64900662251656
3041_SpeechPBJProcedural_InPerson_20190424,T,41.094,41.109,0.0150000000000006,0.0399999999999991,two,41.0628,41.2628,15,2.64900662251656
3041_SpeechPBJProcedural_InPerson_20190424,P,42.73,42.756,0.0260000000000034,0.0499999999999972,put,42.7028,42.8928,16,3.33333333333334
